"[""9d0c1218-d8ea-41b5-b587-b3a20064da60.mp4""]","{""Activity"":""The Gaze is towards the front left side\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""9d0c1218-d8ea-41b5-b587-b3a20064da60.mp4""]","{""Activity"":""The road is clear ahead on the left lane\n"",""Phase"":""Level-3Annotation""}",,,,
"[""9ea6b4cf-a5c1-4a18-9aed-ed95c6751a17.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""9ea6b4cf-a5c1-4a18-9aed-ed95c6751a17.mp4""]","{""Activity"":""The Gaze is mostly towards the forward direction \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""9ea6b4cf-a5c1-4a18-9aed-ed95c6751a17.mp4""]","{""Activity"":""The road is clear ahead\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""10bebbf5-6fa9-4789-b8dd-37b3038ab1bf.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""10bebbf5-6fa9-4789-b8dd-37b3038ab1bf.mp4""]","{""Activity"":""The Gaze is mostly towards the forward direction \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""10bebbf5-6fa9-4789-b8dd-37b3038ab1bf.mp4""]","{""Activity"":""The Ego vehicle follows the traffic ahead \n"",""Phase"":""Level-3 Annotation""}",,,,
"[""17ef5614-8d11-4262-8811-76115ca5b390.mp4""]","{""Activity"":""Left LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""17ef5614-8d11-4262-8811-76115ca5b390.mp4""]","{""Activity"":""The Gaze is mostly towards the left side mirror"",""Phase"":""Level-2 Annotation""}",,,,
"[""17ef5614-8d11-4262-8811-76115ca5b390.mp4""]","{""Activity"":""The road is clear ahead on the left lane\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""19f2b736-4213-402f-859c-514c6029425a.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""19f2b736-4213-402f-859c-514c6029425a.mp4""]","{""Activity"":""The Gaze is mostly towards the forward direction \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""19f2b736-4213-402f-859c-514c6029425a.mp4""]","{""Activity"":""The road is clear ahead\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""28fd82fa-6d26-4602-b751-3642e5ec965c.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""28fd82fa-6d26-4602-b751-3642e5ec965c.mp4""]","{""Activity"":""The Gaze is mostly towards the forward direction \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""28fd82fa-6d26-4602-b751-3642e5ec965c.mp4""]","{""Activity"":""The Ego vehicle deviates to avoid slow vehicle/obstacles and moves straight\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""31ddcf5c-64c4-4128-8542-30a25808e669.mp4""]","{""Activity"":""Left LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""31ddcf5c-64c4-4128-8542-30a25808e669.mp4""]","{""Activity"":""The Gaze is towards the front left side\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""31ddcf5c-64c4-4128-8542-30a25808e669.mp4""]","{""Activity"":""The Ego vehicle follows the traffic ahead\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""42cf27da-2a87-45ce-a6f8-d914684378a0.mp4""]","{""Activity"":""Left Turn \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""42cf27da-2a87-45ce-a6f8-d914684378a0.mp4""]","{""Activity"":""The Gaze is mostly towards the front left side \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""42cf27da-2a87-45ce-a6f8-d914684378a0.mp4""]","{""Activity"":""A left turn coming ahead\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""42cf27da-2a87-45ce-a6f8-d914684378a0.mp4""]","{""Activity"":""The traffic moves from the left to right side at the intersection n"",""Phase"":""Level-3 Annotation""}",,,,
"[""50cbe34e-9f44-4d96-abe6-3985ad3521d0.mp4""]","{""Activity"":""Left Turn \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""50cbe34e-9f44-4d96-abe6-3985ad3521d0.mp4""]","{""Activity"":""The Gaze is towards the front left side\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""50cbe34e-9f44-4d96-abe6-3985ad3521d0.mp4""]","{""Activity"":""The road is clear ahead on the left lane\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""2b69bf02-f20a-4ea4-8100-aeac205c6e17.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""2b69bf02-f20a-4ea4-8100-aeac205c6e17.mp4""]","{""Activity"":""The Gaze is mostly towards the forward direction \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""2b69bf02-f20a-4ea4-8100-aeac205c6e17.mp4""]","{""Activity"":""The Ego vehicle follows the traffic ahead \n"",""Phase"":""Level-3 Annotation""}",,,,
"[""3cc38ef3-2c39-442d-9af3-5c7556662568.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""3cc38ef3-2c39-442d-9af3-5c7556662568.mp4""]","{""Activity"":""The Gaze is mostly towards the forward direction \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""3cc38ef3-2c39-442d-9af3-5c7556662568.mp4""]","{""Activity"":""The Ego vehicle follows the traffic ahead \n"",""Phase"":""Level-3 Annotation""}",,,,
"[""0fa9df67-77d8-4e23-be08-502dde9fc831.mp4""]","{""Activity"":""Stop\n"",""Phase"":""Level-1 Annotation""}",,,,
"[""0fa9df67-77d8-4e23-be08-502dde9fc831.mp4""]","{""Activity"":""The Gaze is towards the action inducing objects\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""0fa9df67-77d8-4e23-be08-502dde9fc831.mp4""]","{""Activity"":""The vehicle ahead slows down.\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""1b49ee6d-358e-463d-b2f1-7b95bec454b6.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""1b49ee6d-358e-463d-b2f1-7b95bec454b6.mp4""]","{""Activity"":""The Gaze is mostly towards the forward direction \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""1b49ee6d-358e-463d-b2f1-7b95bec454b6.mp4""]","{""Activity"":""The road is clear ahead\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""3f8abd95-8a0a-4a30-8ab8-f28d618b05d8.mp4""]","{""Activity"":""Left LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""3f8abd95-8a0a-4a30-8ab8-f28d618b05d8.mp4""]","{""Activity"":""The Gaze is towards the front left side\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""3f8abd95-8a0a-4a30-8ab8-f28d618b05d8.mp4""]","{""Activity"":""The road is clear ahead on the left lane\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""7f4c8ccc-5535-4b66-801a-c98f51f0e89f.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""7f4c8ccc-5535-4b66-801a-c98f51f0e89f.mp4""]","{""Activity"":""The Gaze is mostly towards the forward direction \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""7f4c8ccc-5535-4b66-801a-c98f51f0e89f.mp4""]","{""Activity"":""The road is clear ahead\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""9b9caa9b-771b-4d42-ae85-9a16087a75b6.mp4""]","{""Activity"":""SlowDown"",""Phase"":""Level-1 Annotation""}",,,,
"[""9b9caa9b-771b-4d42-ae85-9a16087a75b6.mp4""]","{""Activity"":""The Gaze is towards the action inducing objects\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""9b9caa9b-771b-4d42-ae85-9a16087a75b6.mp4""]","{""Activity"":""Pedestrian/Vehicle cutting in the path ahead\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""9d0c1218-d8ea-41b5-b587-b3a20064da60.mp4""]","{""Activity"":""Left LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""9d0c1218-d8ea-41b5-b587-b3a20064da60.mp4""]","{""Activity"":""The Gaze is towards the front left side\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""9d0c1218-d8ea-41b5-b587-b3a20064da60.mp4""]","{""Activity"":""The road is clear ahead on the left lane\n"",""Phase"":""Level-3Annotation""}",,,,
"[""9ea6b4cf-a5c1-4a18-9aed-ed95c6751a17.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""9ea6b4cf-a5c1-4a18-9aed-ed95c6751a17.mp4""]","{""Activity"":""The Gaze is mostly towards the forward direction \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""9ea6b4cf-a5c1-4a18-9aed-ed95c6751a17.mp4""]","{""Activity"":""The road is clear ahead\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""10bebbf5-6fa9-4789-b8dd-37b3038ab1bf.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""10bebbf5-6fa9-4789-b8dd-37b3038ab1bf.mp4""]","{""Activity"":""The Gaze is mostly towards the forward direction \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""10bebbf5-6fa9-4789-b8dd-37b3038ab1bf.mp4""]","{""Activity"":""The Ego vehicle follows the traffic ahead \n"",""Phase"":""Level-3 Annotation""}",,,,
"[""17ef5614-8d11-4262-8811-76115ca5b390.mp4""]","{""Activity"":""Left LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""17ef5614-8d11-4262-8811-76115ca5b390.mp4""]","{""Activity"":""The Gaze is mostly towards the left side mirror"",""Phase"":""Level-2 Annotation""}",,,,
"[""17ef5614-8d11-4262-8811-76115ca5b390.mp4""]","{""Activity"":""The road is clear ahead on the left lane\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""19f2b736-4213-402f-859c-514c6029425a.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""19f2b736-4213-402f-859c-514c6029425a.mp4""]","{""Activity"":""The Gaze is mostly towards the forward direction \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""19f2b736-4213-402f-859c-514c6029425a.mp4""]","{""Activity"":""The road is clear ahead\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""31ddcf5c-64c4-4128-8542-30a25808e669.mp4""]","{""Activity"":""Left LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""31ddcf5c-64c4-4128-8542-30a25808e669.mp4""]","{""Activity"":""The Gaze is towards the front left side\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""31ddcf5c-64c4-4128-8542-30a25808e669.mp4""]","{""Activity"":""The Ego vehicle follows the traffic ahead\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""50cbe34e-9f44-4d96-abe6-3985ad3521d0.mp4""]","{""Activity"":""Left LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""50cbe34e-9f44-4d96-abe6-3985ad3521d0.mp4""]","{""Activity"":""The Gaze is towards the front left side\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""50cbe34e-9f44-4d96-abe6-3985ad3521d0.mp4""]","{""Activity"":""The road is clear ahead on the left lane\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""50cd631e-8bd1-4990-ba88-ef25ab432e65.mp4""]","{""Activity"":""Left LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""50cd631e-8bd1-4990-ba88-ef25ab432e65.mp4""]","{""Activity"":""The Gaze is towards the front left side\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""50cd631e-8bd1-4990-ba88-ef25ab432e65.mp4""]","{""Activity"":""The road is clear ahead on the left lane\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""51aecb92-cb6e-4e54-ac3d-744064f51b60.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""51aecb92-cb6e-4e54-ac3d-744064f51b60.mp4""]","{""Activity"":""The Gaze is mostly towards the forward direction \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""51aecb92-cb6e-4e54-ac3d-744064f51b60.mp4""]","{""Activity"":""The Ego vehicle is nearing an Intersection and traffic light is green \n"",""Phase"":""Level-3 Annotation""}",,,,
"[""61e00297-2c73-4f87-bdd8-d13cc443c8b6.mp4""]","{""Activity"":""Left LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""61e00297-2c73-4f87-bdd8-d13cc443c8b6.mp4""]","{""Activity"":""The Gaze is towards the front left side\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""61e00297-2c73-4f87-bdd8-d13cc443c8b6.mp4""]","{""Activity"":""The road is clear ahead on the left lane\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""67cc9dca-637d-4df6-8c01-0fdfaceffc25.mp4""]","{""Activity"":""SlowDown \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""67cc9dca-637d-4df6-8c01-0fdfaceffc25.mp4""]","{""Activity"":""The Gaze is towards the action inducing objectsn\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""67cc9dca-637d-4df6-8c01-0fdfaceffc25.mp4""]","{""Activity"":""The Ego vehicle is nearing an intersection and traffic light is red\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""73f62670-b133-4cbb-862b-b3de4a02ea98.mp4""]","{""Activity"":""Right LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""73f62670-b133-4cbb-862b-b3de4a02ea98.mp4""]","{""Activity"":""The Gaze is mostly towards the right side mirror\n   "",""Phase"":""Level-2 Annotation""}",,,,
"[""73f62670-b133-4cbb-862b-b3de4a02ea98.mp4""]","{""Activity"":""The road is clear ahead on the right lane\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""83a31719-1bd2-4b59-8b2f-e881d3b63b11.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""83a31719-1bd2-4b59-8b2f-e881d3b63b11.mp4""]","{""Activity"":""The Gaze is mostly towards the traffic ahead\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""83a31719-1bd2-4b59-8b2f-e881d3b63b11.mp4""]","{""Activity"":""The Ego vehicle is nearing an Intersection and traffic light is green\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""83a31719-1bd2-4b59-8b2f-e881d3b63b11.mp4""]","{""Activity"":""The Ego vehicle follows the traffic ahead \n"",""Phase"":""Level-3 Annotation""}",,,,
"[""83fed82b-9115-4aa0-ba88-d372e2ebbf91.mp4""]","{""Activity"":""Right Turn \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""83fed82b-9115-4aa0-ba88-d372e2ebbf91.mp4""]","{""Activity"":""The Gaze is mostly towards the front right side \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""83fed82b-9115-4aa0-ba88-d372e2ebbf91.mp4""]","{""Activity"":""The traffic moves from the left to right side at the intersection \n"",""Phase"":""Level-3 Annotation""}",,,,
"[""91f5c884-56e2-4054-a20c-07ccccb51dd4.mp4""]","{""Activity"":""U Turn \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""91f5c884-56e2-4054-a20c-07ccccb51dd4.mp4""]","{""Activity"":""The Gaze is on the left side and slowly changes to right side \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""91f5c884-56e2-4054-a20c-07ccccb51dd4.mp4""]","{""Activity"":""The Ego vehicle joins the traffic moving to the right \n"",""Phase"":""Level-3 Annotation""}",,,,
"[""95d2c40d-caed-4fd8-9e78-01eb1d60b3fb.mp4""]","{""Activity"":""SlowDown\n"",""Phase"":""Level-1 Annotation""}",,,,
"[""95d2c40d-caed-4fd8-9e78-01eb1d60b3fb.mp4""]","{""Activity"":""The Gaze is towards the action inducing objects\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""95d2c40d-caed-4fd8-9e78-01eb1d60b3fb.mp4""]","{""Activity"":""The vehicle ahead slows down.\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""99c32900-a9aa-4477-8f44-92a959f046de.mp4""]","{""Activity"":""Right LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""99c32900-a9aa-4477-8f44-92a959f046de.mp4""]","{""Activity"":""The Gaze is mostly towards the right side mirror\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""99c32900-a9aa-4477-8f44-92a959f046de.mp4""]","{""Activity"":""The Ego vehicle follows the traffic ahead\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""235e2f1b-98b2-4d65-86e2-6257a5ec5155.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""235e2f1b-98b2-4d65-86e2-6257a5ec5155.mp4""]","{""Activity"":""The Gaze is mostly towards the traffic ahead\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""235e2f1b-98b2-4d65-86e2-6257a5ec5155.mp4""]","{""Activity"":""The Ego vehicle follows the traffic ahead \n"",""Phase"":""Level-3 Annotation""}",,,,
"[""61e00297-2c73-4f87-bdd8-d13cc443c8b6.mp4""]","{""Activity"":""Left LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""61e00297-2c73-4f87-bdd8-d13cc443c8b6.mp4""]","{""Activity"":""The Gaze is towards the front left side\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""61e00297-2c73-4f87-bdd8-d13cc443c8b6.mp4""]","{""Activity"":""The road is clear ahead on the left lane\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""73f62670-b133-4cbb-862b-b3de4a02ea98.mp4""]","{""Activity"":""Right LC \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""73f62670-b133-4cbb-862b-b3de4a02ea98.mp4""]","{""Activity"":""The Gaze is mostly towards the right side mirror\n   "",""Phase"":""Level-2 Annotation""}",,,,
"[""73f62670-b133-4cbb-862b-b3de4a02ea98.mp4""]","{""Activity"":""The road is clear ahead on the right lane\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""83fed82b-9115-4aa0-ba88-d372e2ebbf91.mp4""]","{""Activity"":""Right Turn \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""83fed82b-9115-4aa0-ba88-d372e2ebbf91.mp4""]","{""Activity"":""The Gaze is mostly towards the front right side \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""83fed82b-9115-4aa0-ba88-d372e2ebbf91.mp4""]","{""Activity"":""The traffic moves from the left to right side at the intersection \n"",""Phase"":""Level-3 Annotation""}",,,,
"[""235e2f1b-98b2-4d65-86e2-6257a5ec5155.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""235e2f1b-98b2-4d65-86e2-6257a5ec5155.mp4""]","{""Activity"":""The Gaze is mostly towards the traffic ahead\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""235e2f1b-98b2-4d65-86e2-6257a5ec5155.mp4""]","{""Activity"":""The Ego vehicle follows the traffic ahead \n"",""Phase"":""Level-3 Annotation""}",,,,
"[""0241e738-22bd-485c-95a2-2bb2ed97ebf1.mp4""]","{""Activity"":""SlowDown"",""Phase"":""Level-1 Annotation""}",,,,
"[""0241e738-22bd-485c-95a2-2bb2ed97ebf1.mp4""]","{""Activity"":""The Gaze is towards the action inducing objects\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""0241e738-22bd-485c-95a2-2bb2ed97ebf1.mp4""]","{""Activity"":""The vehicle ahead slows down.\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""440fbdc7-ff70-430b-9638-3e7eaf6675db.mp4""]","{""Activity"":""SlowDown \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""440fbdc7-ff70-430b-9638-3e7eaf6675db.mp4""]","{""Activity"":""The Gaze is towards the action inducing objects\n"",""Phase"":""Level-2 Annotation""}",,,,
"[""440fbdc7-ff70-430b-9638-3e7eaf6675db.mp4""]","{""Activity"":""The Ego vehicle is nearing an intersection and traffic light is red\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""662b24fe-9e86-4213-8382-33cc7b3c7563.mp4""]","{""Activity"":""Right Turn \n"",""Phase"":""Level-1 Annotation""}",,,,
"[""662b24fe-9e86-4213-8382-33cc7b3c7563.mp4""]","{""Activity"":""The Gaze is mostly towards the front right side \n"",""Phase"":""Level-2 Annotation""}",,,,
"[""662b24fe-9e86-4213-8382-33cc7b3c7563.mp4""]","{""Activity"":""The Ego vehicle follows the traffic ahead\n"",""Phase"":""Level-3 Annotation""}",,,,
"[""669b6aef-bac1-42f6-9448-77021cee0764.mp4""]","{""Activity"":""Straight \n"",""Phase"":""Level-1 Annotation""}",,,,
